src_ip,dst_ip,protocol,src_port,dst_port,duration, service,src_bytes,dst_bytes,wrong_fragment,hot,num_failed_logins,logged_in,lnum_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_hot_login,is_guest_login,count
192.168.101.4,40.90.184.73,6,443,64585,1451191,64585,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.73,6,64585,443,1451191,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,53,60231,1451249,60231,88,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,53,59687,1451249,59687,112,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,53,53347,1451249,53347,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,443,64616,1451249,64616,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,64616,443,1451249,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,64616,443,1451249,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,51553,443,1451249,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,51553,443,1451249,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,64634,443,1451249,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,64634,443,1451249,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,64634,443,1451249,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,53,54851,1451290,54851,88,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,53,63399,1451290,63399,112,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,53,51939,1451290,51939,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,54109,443,1451290,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,54109,443,1451290,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,54109,443,1451290,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110.44.112.200,192.168.101.4,17,54109,443,1451290,443,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.4,6,443,64877,1451737,64877,52,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,64877,443,1451737,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,64877,443,1451737,443,557,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.4,6,443,64877,1451737,64877,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.4,6,443,64877,1451737,64877,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.4,6,443,64877,1451737,64877,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,64877,443,1451737,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.4,6,443,64877,1451737,64877,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.4,6,443,64877,1451737,64877,1438,1438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,64877,443,1451737,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,64837,443,1451737,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,64837,443,1451737,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,64837,443,1451737,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,443,64838,1451737,64838,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,443,64838,1451737,64838,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,443,64838,1451737,64838,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,443,64838,1451737,64838,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,443,64838,1451737,64838,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,443,64838,1451737,64838,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,40.90.184.82,6,443,64838,1451737,64838,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,64956,1451983,64956,52,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,64956,443,1451983,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,64956,443,1451983,443,557,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,64956,1451983,64956,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,64956,1451983,64956,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,64956,1451983,64956,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,64956,1451983,64956,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,64956,1451983,64956,1438,1438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,64956,443,1451983,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,64956,443,1451983,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,65113,1452318,65113,52,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,65113,443,1452318,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,65113,443,1452318,443,557,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,65113,1452318,65113,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,65113,1452318,65113,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,65113,1452318,65113,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,65113,1452318,65113,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.4,6,443,65113,1452318,65113,1438,1438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,65113,443,1452318,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,20.212.96.199,6,65113,443,1452318,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,153,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,35.163.79.183,6,65130,443,1452395,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,396,396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,378,378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.163.79.183,192.168.101.4,6,443,65130,1452395,65130,49,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,35.163.79.183,6,65130,443,1452395,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,60312,3478,1452992,3478,154,154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
142.250.82.44,192.168.101.4,17,3478,60312,1452992,60312,92,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
142.250.82.44,192.168.101.4,17,54236,3478,1452992,3478,92,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,60312,3478,1452992,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,54320,3478,1452992,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,54320,3478,1452992,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,54320,3478,1452992,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,54320,3478,1452992,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,54320,3478,1452992,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,54320,3478,1452992,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,60312,3478,1453029,3478,145,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,60312,3478,1453029,3478,104,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
142.250.82.44,192.168.101.4,17,3478,60312,1453029,60312,96,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,60312,3478,1453029,3478,148,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,443,65474,1453029,65474,148,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,443,65474,1453029,65474,148,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,443,65474,1453029,65474,148,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,443,65474,1453029,65474,148,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,443,65474,1453029,65474,148,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.4,142.250.82.44,17,443,65474,1453029,65474,148,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.5,6,443,56332,1544598,56332,52,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.90.184.82,6,56332,443,1544598,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.90.184.82,6,56332,443,1544598,443,557,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13.69.116.104,192.168.101.5,6,443,56257,1544599,56257,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13.69.116.104,192.168.101.5,6,443,56257,1544599,56257,494,494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,13.69.116.104,6,56257,443,1544599,443,1198,1198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,13.69.116.104,6,56257,443,1544599,443,1025,1025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.5,6,443,56332,1544599,56332,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.5,6,443,56332,1544599,56332,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.82,192.168.101.5,6,443,56332,1544599,56332,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,13.69.109.130,6,56443,443,1544891,443,498,498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,13.69.109.130,6,56443,443,1544891,443,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,13.69.109.130,6,56443,443,1544891,443,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,13.69.109.130,6,56443,443,1544891,443,945,945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.97.243,192.168.101.5,6,443,56469,1544891,56469,52,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,20.212.97.243,6,56469,443,1544891,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,20.212.97.243,6,56469,443,1544891,443,557,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.97.243,192.168.101.5,6,443,56469,1544891,56469,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.97.243,192.168.101.5,6,443,56469,1544891,56469,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.97.243,192.168.101.5,6,443,56469,1544891,56469,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,61554,443,2348707,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,443,56913,2348707,56913,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,,,2348707,,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.79.141.153,6,,,2348707,,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.73,192.168.101.5,6,443,61811,2349234,61811,52,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.90.184.73,6,61811,443,2349234,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,40.90.184.73,6,61811,443,2349234,443,557,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.73,192.168.101.5,6,443,61811,2349234,61811,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.73,192.168.101.5,6,443,61811,2349234,61811,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.73,192.168.101.5,6,443,61811,2349234,61811,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.73,192.168.101.5,6,443,61811,2349234,61811,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.90.184.73,192.168.101.5,6,443,61811,2349234,61811,1438,1438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.5,6,443,61870,2349411,61870,52,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,20.212.96.199,6,61870,443,2349411,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,20.212.96.199,6,61870,443,2349411,443,557,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.5,6,443,61870,2349411,61870,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.5,6,443,61870,2349411,61870,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.5,6,443,61870,2349411,61870,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.5,6,443,61870,2349411,61870,1476,1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.212.96.199,192.168.101.5,6,443,61870,2349411,61870,1438,1438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,20.212.96.199,6,61870,443,2349411,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.168.101.5,20.212.96.199,6,61870,443,2349411,443,40,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
